tick,active_gpu_count,active_cpu_cores,active_mem_gib
4388,146.0,1344.0,6748.0
4389,146.0,1344.0,6748.0
4390,146.0,1344.0,6748.0
4391,145.0,1336.0,6708.0
4392,145.0,1336.0,6708.0
4393,147.0,1352.0,6788.0
4394,146.0,1344.0,6748.0
4395,146.0,1344.0,6748.0
4396,146.0,1344.0,6748.0
4397,145.0,1336.0,6708.0
4398,145.0,1336.0,6708.0
4399,145.0,1336.0,6708.0
4400,145.0,1336.0,6708.0
4401,145.0,1336.0,6708.0
4402,145.0,1336.0,6708.0
4403,145.0,1336.0,6708.0
4404,145.0,1336.0,6708.0
4405,145.0,1336.0,6708.0
4406,145.0,1336.0,6708.0
4407,145.0,1336.0,6708.0
4408,145.0,1336.0,6708.0
4409,145.0,1336.0,6708.0
4410,146.0,1344.0,6748.0
4411,146.0,1344.0,6748.0
4412,146.0,1344.0,6748.0
4413,146.0,1344.0,6748.0
4414,146.0,1344.0,6748.0
4415,145.0,1336.0,6708.0
4416,146.0,1344.0,6748.0
4417,147.0,1352.0,6788.0
4418,146.0,1344.0,6748.0
4419,146.0,1344.0,6748.0
4420,145.0,1336.0,6708.0
4421,145.0,1336.0,6708.0
4422,145.0,1336.0,6708.0
4423,145.0,1336.0,6708.0
4424,145.0,1336.0,6708.0
4425,145.0,1336.0,6708.0
4426,145.0,1336.0,6708.0
4427,145.0,1336.0,6708.0
4428,145.0,1336.0,6708.0
4429,145.0,1336.0,6708.0
4430,145.0,1336.0,6708.0
4431,145.0,1336.0,6708.0
4432,145.0,1336.0,6708.0
4433,145.0,1336.0,6708.0
4434,145.0,1336.0,6708.0
4435,145.0,1336.0,6708.0
4436,146.0,1344.0,6748.0
4437,146.0,1344.0,6748.0
4438,146.0,1344.0,6748.0
4439,145.0,1336.0,6708.0
4440,148.0,1384.0,6948.0
4441,148.0,1384.0,6948.0
4442,145.0,1336.0,6708.0
4443,145.0,1336.0,6708.0
4444,145.0,1336.0,6708.0
4445,145.0,1336.0,6708.0
4446,145.0,1336.0,6708.0
4447,146.0,1348.0,6748.0
4448,145.0,1336.0,6708.0
4449,145.0,1336.0,6708.0
4450,145.0,1336.0,6708.0
4451,145.0,1336.0,6708.0
4452,145.0,1336.0,6708.0
4453,145.0,1336.0,6708.0
4454,145.0,1336.0,6708.0
4455,145.0,1336.0,6708.0
4456,145.0,1336.0,6708.0
4457,146.0,1344.0,6748.0
4458,145.0,1336.0,6708.0
4459,147.0,1360.0,6828.0
4460,146.0,1344.0,6748.0
4461,146.0,1344.0,6748.0
4462,146.0,1344.0,6748.0
4463,145.0,1336.0,6708.0
4464,145.0,1336.0,6708.0
4465,145.0,1336.0,6708.0
4466,145.0,1336.0,6708.0
4467,145.0,1336.0,6708.0
4468,146.0,1348.0,6828.0
4469,146.0,1348.0,6828.0
4470,146.0,1348.0,6828.0
4471,146.0,1348.0,6828.0
4472,145.0,1336.0,6708.0
4473,145.0,1336.0,6708.0
4474,145.0,1336.0,6708.0
4475,145.0,1336.0,6708.0
4476,145.0,1336.0,6708.0
4477,145.0,1336.0,6708.0
4478,145.0,1336.0,6708.0
4479,145.0,1336.0,6708.0
4480,145.0,1336.0,6708.0
4481,145.0,1336.0,6708.0
4482,145.0,1336.0,6708.0
4483,146.0,1344.0,6748.0
4484,147.0,1352.0,6788.0
4485,146.0,1344.0,6748.0
4486,145.0,1336.0,6708.0
4487,145.0,1336.0,6708.0
4488,145.0,1336.0,6708.0
4489,146.0,1344.0,6748.0
4490,146.0,1344.0,6748.0
4491,147.0,1352.0,6788.0
4492,146.0,1344.0,6748.0
4493,146.0,1344.0,6748.0
4494,145.0,1336.0,6708.0
4495,145.0,1336.0,6708.0
4496,145.0,1336.0,6708.0
4497,145.0,1336.0,6708.0
4498,145.0,1336.0,6708.0
4499,145.0,1336.0,6708.0
4500,145.0,1336.0,6708.0
4501,145.0,1336.0,6708.0
4502,145.0,1336.0,6708.0
4503,145.0,1336.0,6708.0
4504,146.0,1344.0,6748.0
4505,146.0,1344.0,6748.0
4506,146.0,1344.0,6748.0
4507,145.0,1336.0,6708.0
4508,145.0,1336.0,6708.0
4509,145.0,1336.0,6708.0
4510,145.0,1336.0,6708.0
4511,145.0,1336.0,6708.0
4512,145.0,1336.0,6708.0
4513,146.0,1344.0,6748.0
4514,146.0,1344.0,6748.0
4515,147.0,1352.0,6788.0
4516,145.0,1336.0,6708.0
4517,145.0,1336.0,6708.0
4518,145.0,1336.0,6708.0
4519,145.0,1336.0,6708.0
4520,145.0,1336.0,6708.0
4521,145.0,1336.0,6708.0
4522,145.0,1336.0,6708.0
4523,147.0,1368.0,6868.0
4524,146.0,1352.0,6788.0
4525,145.0,1336.0,6708.0
4526,145.0,1336.0,6708.0
4527,145.0,1336.0,6708.0
4528,145.0,1336.0,6708.0
4529,145.0,1336.0,6708.0
4530,145.0,1336.0,6708.0
4531,145.0,1336.0,6708.0
4532,145.0,1336.0,6708.0
4533,145.0,1336.0,6708.0
4534,145.0,1336.0,6708.0
4535,145.0,1336.0,6708.0
4536,145.0,1336.0,6708.0
4537,145.0,1336.0,6708.0
4538,145.0,1336.0,6708.0
4539,146.0,1344.0,6748.0
4540,145.0,1336.0,6708.0
4541,145.0,1336.0,6708.0
4542,145.0,1336.0,6708.0
4543,145.0,1336.0,6708.0
4544,145.0,1336.0,6708.0
4545,145.0,1336.0,6708.0
4546,145.0,1336.0,6708.0
4547,145.0,1336.0,6708.0
4548,145.0,1336.0,6708.0
4549,145.0,1336.0,6708.0
4550,145.0,1336.0,6708.0
4551,145.0,1336.0,6708.0
4552,145.0,1336.0,6708.0
4553,145.0,1336.0,6708.0
4554,145.0,1336.0,6708.0
4555,145.0,1336.0,6708.0
4556,145.0,1336.0,6708.0
4557,145.0,1336.0,6708.0
4558,145.0,1336.0,6708.0
4559,145.0,1336.0,6708.0
4560,145.0,1336.0,6708.0
4561,145.0,1336.0,6708.0
4562,146.0,1344.0,6748.0
4563,145.0,1336.0,6708.0
4564,145.0,1336.0,6708.0
4565,145.0,1336.0,6708.0
4566,145.0,1336.0,6708.0
4567,145.0,1336.0,6708.0
4568,145.0,1336.0,6708.0
4569,145.0,1336.0,6708.0
4570,145.0,1336.0,6708.0
4571,145.0,1336.0,6708.0
4572,145.0,1336.0,6708.0
4573,145.0,1336.0,6708.0
4574,145.0,1336.0,6708.0
4575,145.0,1336.0,6708.0
4576,145.0,1336.0,6708.0
4577,145.0,1336.0,6708.0
4578,148.0,1384.0,6948.0
4579,148.0,1384.0,6948.0
4580,144.0,1320.0,6628.0
4581,143.0,1312.0,6588.0
4582,143.0,1312.0,6588.0
4583,143.0,1312.0,6588.0
4584,143.0,1312.0,6588.0
4585,143.0,1312.0,6588.0
4586,144.0,1320.0,6628.0
4587,143.0,1312.0,6588.0
4588,143.0,1312.0,6588.0
4589,143.0,1312.0,6588.0
4590,143.0,1312.0,6588.0
4591,143.0,1312.0,6588.0
4592,143.0,1312.0,6588.0
4593,143.0,1312.0,6588.0
4594,144.0,1320.0,6628.0
4595,144.0,1320.0,6628.0
4596,144.0,1320.0,6628.0
4597,144.0,1320.0,6628.0
4598,144.0,1320.0,6628.0
4599,143.0,1312.0,6588.0
4600,143.0,1312.0,6588.0
4601,143.0,1312.0,6588.0
4602,143.0,1312.0,6588.0
4603,143.0,1312.0,6588.0
4604,143.0,1312.0,6588.0
4605,143.0,1312.0,6588.0
4606,143.0,1312.0,6588.0
4607,143.0,1312.0,6588.0
4608,145.0,1336.0,6708.0
4609,147.0,1360.0,6828.0
4610,145.0,1336.0,6708.0
4611,144.0,1320.0,6628.0
4612,144.0,1320.0,6628.0
4613,144.0,1320.0,6628.0
4614,145.0,1328.0,6668.0
4615,144.0,1320.0,6628.0
4616,144.0,1320.0,6628.0
4617,144.0,1320.0,6628.0
4618,144.0,1320.0,6628.0
4619,144.0,1320.0,6628.0
4620,144.0,1320.0,6628.0
4621,143.0,1312.0,6588.0
4622,143.0,1312.0,6588.0
4623,143.0,1312.0,6588.0
4624,143.0,1312.0,6588.0
4625,143.0,1312.0,6588.0
4626,143.0,1312.0,6588.0
4627,146.0,1352.0,6788.0
4628,144.0,1320.0,6628.0
4629,144.0,1320.0,6628.0
4630,144.0,1320.0,6628.0
4631,144.0,1320.0,6628.0
4632,144.0,1320.0,6628.0
4633,144.0,1320.0,6628.0
4634,145.0,1328.0,6668.0
4635,145.0,1328.0,6668.0
4636,145.0,1328.0,6668.0
4637,144.0,1320.0,6628.0
4638,144.0,1320.0,6628.0
4639,145.0,1328.0,6668.0
4640,144.0,1320.0,6628.0
4641,144.0,1320.0,6628.0
4642,144.0,1320.0,6628.0
4643,144.0,1320.0,6628.0
4644,144.0,1320.0,6628.0
4645,145.0,1328.0,6668.0
4646,145.0,1328.0,6668.0
4647,145.0,1328.0,6668.0
4648,144.0,1320.0,6628.0
4649,144.0,1320.0,6628.0
4650,144.0,1320.0,6628.0
4651,144.0,1320.0,6628.0
4652,144.0,1320.0,6628.0
4653,144.0,1320.0,6628.0
4654,144.0,1320.0,6628.0
4655,144.0,1320.0,6628.0
4656,144.0,1320.0,6628.0
4657,145.0,1328.0,6668.0
4658,145.0,1328.0,6668.0
4659,145.0,1328.0,6668.0
4660,144.0,1320.0,6628.0
4661,144.0,1320.0,6628.0
4662,144.0,1320.0,6628.0
4663,145.0,1328.0,6668.0
4664,144.0,1320.0,6628.0
4665,144.0,1320.0,6628.0
4666,144.0,1320.0,6628.0
4667,144.0,1320.0,6628.0
4668,144.0,1320.0,6628.0
4669,144.0,1320.0,6628.0
4670,144.0,1320.0,6628.0
4671,144.0,1320.0,6628.0
4672,144.0,1320.0,6628.0
4673,144.0,1320.0,6628.0
4674,144.0,1320.0,6628.0
4675,144.0,1320.0,6628.0
4676,144.0,1320.0,6628.0
4677,144.0,1320.0,6628.0
4678,144.0,1320.0,6628.0
4679,144.0,1320.0,6628.0
4680,145.0,1328.0,6668.0
4681,145.0,1328.0,6668.0
4682,146.0,1336.0,6708.0
4683,146.0,1336.0,6708.0
4684,144.0,1320.0,6628.0
4685,144.0,1320.0,6628.0
4686,144.0,1320.0,6628.0
4687,144.0,1320.0,6628.0
4688,144.0,1320.0,6628.0
4689,144.0,1320.0,6628.0
4690,144.0,1320.0,6628.0
4691,144.0,1320.0,6628.0
4692,144.0,1320.0,6628.0
4693,144.0,1320.0,6628.0
4694,145.0,1328.0,6668.0
4695,144.0,1320.0,6628.0
4696,144.0,1320.0,6628.0
4697,144.0,1320.0,6628.0
4698,144.0,1320.0,6628.0
4699,144.0,1320.0,6628.0
4700,144.0,1320.0,6628.0
4701,144.0,1320.0,6628.0
4702,144.0,1320.0,6628.0
4703,144.0,1320.0,6628.0
4704,145.0,1328.0,6668.0
4705,145.0,1328.0,6668.0
4706,145.0,1328.0,6668.0
4707,146.0,1336.0,6708.0
4708,144.0,1320.0,6628.0
4709,144.0,1320.0,6628.0
4710,144.0,1320.0,6628.0
4711,144.0,1320.0,6628.0
4712,144.0,1320.0,6628.0
4713,144.0,1320.0,6628.0
4714,145.0,1328.0,6668.0
4715,145.0,1328.0,6668.0
4716,146.0,1340.0,6788.0
4717,149.0,1372.0,7068.0
4718,148.0,1360.0,6948.0
4719,147.0,1352.0,6908.0
4720,145.0,1324.0,6708.0
4721,144.0,1312.0,6588.0
4722,142.0,1296.0,6508.0
4723,142.0,1296.0,6508.0
4724,144.0,1316.0,6644.0
4725,144.0,1316.0,6644.0
4726,143.0,1304.0,6524.0
4727,142.0,1292.0,6404.0
4728,142.0,1292.0,6404.0
4729,143.0,1300.0,6444.0
4730,143.0,1300.0,6444.0
4731,144.0,1308.0,6484.0
4732,142.0,1292.0,6404.0
4733,142.0,1292.0,6404.0
4734,142.0,1292.0,6404.0
4735,142.0,1292.0,6404.0
4736,143.0,1300.0,6444.0
4737,143.0,1300.0,6444.0
4738,142.0,1292.0,6404.0
4739,144.0,1308.0,6484.0
4740,144.0,1308.0,6484.0
4741,144.0,1308.0,6460.0
4742,144.0,1308.0,6460.0
4743,146.0,1324.0,6516.0
4744,145.0,1316.0,6524.0
4745,146.0,1324.0,6540.0
4746,146.0,1324.0,6540.0
4747,146.0,1324.0,6564.0
4748,147.0,1332.0,6604.0
4749,146.0,1324.0,6588.0
4750,145.0,1316.0,6548.0
4751,146.0,1324.0,6588.0
4752,145.0,1316.0,6548.0
4753,147.0,1332.0,6628.0
4754,148.0,1340.0,6668.0
4755,148.0,1340.0,6668.0
4756,146.0,1324.0,6588.0
4757,147.0,1332.0,6628.0
4758,147.0,1332.0,6628.0
4759,146.0,1324.0,6588.0
4760,147.0,1332.0,6628.0
4761,147.0,1332.0,6628.0
4762,147.0,1332.0,6628.0
4763,147.0,1332.0,6628.0
4764,147.0,1332.0,6628.0
4765,147.0,1332.0,6628.0
4766,149.0,1348.0,6684.0
4767,146.0,1324.0,6588.0
4768,147.0,1332.0,6628.0
4769,181.0,1604.0,7988.0
4770,181.0,1604.0,7988.0
4771,181.0,1604.0,7988.0
4772,182.0,1612.0,8028.0
4773,184.0,1616.0,8132.0
4774,182.0,1600.0,8004.0
4775,177.0,1560.0,7804.0
4776,140.0,1264.0,6340.0
4777,141.0,1272.0,6380.0
4778,141.0,1272.0,6380.0
4779,141.0,1272.0,6380.0
4780,141.0,1272.0,6380.0
4781,140.0,1264.0,6316.0
4782,139.0,1256.0,6300.0
4783,143.0,1288.0,6460.0
4784,143.0,1288.0,6460.0
4785,137.0,1240.0,6252.0
4786,136.0,1232.0,6212.0
4787,137.0,1240.0,6252.0
4788,137.0,1240.0,6252.0
4789,141.0,1272.0,6412.0
4790,141.0,1272.0,6412.0
4791,137.0,1240.0,6252.0
4792,137.0,1240.0,6252.0
4793,137.0,1240.0,6252.0
4794,136.0,1232.0,6212.0
4795,137.0,1240.0,6252.0
4796,137.0,1240.0,6252.0
4797,138.0,1248.0,6292.0
4798,135.0,1224.0,6172.0
4799,136.0,1232.0,6212.0
4800,136.0,1232.0,6212.0
4801,132.0,1200.0,6052.0
4802,132.0,1200.0,6052.0
4803,132.0,1200.0,6052.0
4804,135.0,1224.0,6172.0
4805,137.0,1240.0,6252.0
4806,137.0,1240.0,6252.0
4807,136.0,1232.0,6212.0
4808,135.0,1224.0,6172.0
4809,135.0,1224.0,6172.0
4810,135.0,1224.0,6172.0
4811,135.0,1224.0,6172.0
4812,135.0,1224.0,6172.0
4813,135.0,1224.0,6172.0
4814,136.0,1232.0,6212.0
4815,136.0,1232.0,6212.0
4816,136.0,1232.0,6212.0
4817,139.0,1260.0,6412.0
4818,138.0,1252.0,6372.0
4819,136.0,1236.0,6292.0
4820,136.0,1236.0,6292.0
4821,135.0,1224.0,6172.0
4822,134.0,1216.0,6132.0
4823,135.0,1224.0,6172.0
4824,136.0,1232.0,6212.0
4825,142.0,1280.0,6452.0
4826,142.0,1280.0,6452.0
4827,146.0,1312.0,6612.0
4828,147.0,1320.0,6652.0
4829,142.0,1280.0,6452.0
4830,141.0,1272.0,6412.0
4831,144.0,1296.0,6532.0
4832,142.0,1280.0,6452.0
4833,139.0,1256.0,6332.0
4834,139.0,1256.0,6332.0
4835,146.0,1316.0,6684.0
4836,149.0,1340.0,6804.0
4837,147.0,1320.0,6644.0
4838,147.0,1320.0,6644.0
4839,146.0,1312.0,6604.0
4840,146.0,1312.0,6604.0
4841,146.0,1312.0,6604.0
4842,147.0,1320.0,6644.0
4843,147.0,1320.0,6644.0
4844,147.0,1320.0,6644.0
4845,146.0,1312.0,6604.0
4846,146.0,1312.0,6604.0
4847,146.0,1312.0,6604.0
4848,144.0,1296.0,6524.0
4849,145.0,1304.0,6564.0
4850,147.0,1320.0,6654.0
4851,146.0,1312.0,6614.0
4852,147.0,1320.0,6654.0
4853,148.0,1328.0,6694.0
4854,147.0,1320.0,6654.0
4855,146.0,1312.0,6614.0
4856,148.0,1328.0,6694.0
4857,146.0,1312.0,6614.0
4858,146.0,1312.0,6614.0
4859,147.0,1320.0,6654.0
4860,146.0,1312.0,6614.0
4861,146.0,1312.0,6614.0
4862,147.0,1320.0,6654.0
4863,150.0,1344.0,6774.0
4864,150.0,1344.0,6774.0
4865,151.0,1352.0,6814.0
4866,150.0,1344.0,6774.0
4867,150.0,1344.0,6774.0
4868,150.0,1344.0,6774.0
4869,149.0,1336.0,6734.0
4870,150.0,1344.0,6774.0
4871,150.0,1344.0,6774.0
4872,150.0,1344.0,6774.0
4873,150.0,1344.0,6774.0
4874,149.0,1336.0,6734.0
4875,149.0,1336.0,6734.0
4876,149.0,1336.0,6734.0
4877,149.0,1336.0,6734.0
4878,149.0,1336.0,6734.0
4879,150.0,1344.0,6774.0
4880,151.0,1352.0,6814.0
4881,151.0,1352.0,6814.0
4882,150.0,1344.0,6774.0
4883,150.0,1344.0,6774.0
4884,149.0,1336.0,6734.0
4885,149.0,1336.0,6734.0
4886,151.0,1352.0,6814.0
4887,152.0,1360.0,6854.0
4888,152.0,1360.0,6854.0
4889,150.0,1344.0,6774.0
4890,148.0,1328.0,6694.0
4891,148.0,1328.0,6694.0
4892,148.0,1328.0,6694.0
4893,146.0,1312.0,6614.0
4894,145.0,1304.0,6574.0
4895,146.0,1312.0,6614.0
4896,145.0,1304.0,6574.0
4897,146.0,1312.0,6614.0
4898,152.0,1360.0,6854.0
4899,151.0,1352.0,6814.0
4900,152.0,1360.0,6854.0
4901,151.0,1352.0,6814.0
4902,151.0,1352.0,6814.0
4903,151.0,1352.0,6814.0
4904,150.0,1344.0,6774.0
4905,150.0,1344.0,6774.0
4906,151.0,1352.0,6814.0
4907,152.0,1360.0,6854.0
4908,151.0,1352.0,6814.0
4909,152.0,1360.0,6854.0
4910,153.0,1368.0,6894.0
4911,156.0,1400.0,7054.0
4912,156.0,1400.0,7054.0
4913,154.0,1376.0,6934.0
4914,153.0,1368.0,6894.0
4915,155.0,1384.0,6974.0
4916,156.0,1392.0,7014.0
4917,155.0,1384.0,6974.0
4918,156.0,1392.0,7014.0
4919,156.0,1392.0,7014.0
4920,156.0,1392.0,7014.0
4921,157.0,1400.0,7054.0
4922,157.0,1400.0,7054.0
4923,157.0,1400.0,7054.0
4924,156.0,1392.0,7014.0
4925,158.0,1408.0,7094.0
4926,158.0,1408.0,7094.0
4927,158.0,1408.0,7094.0
4928,156.0,1392.0,7014.0
4929,157.0,1400.0,7054.0
4930,156.0,1392.0,7014.0
4931,155.0,1384.0,6974.0
4932,156.0,1392.0,7014.0
4933,156.0,1392.0,7014.0
4934,157.0,1400.0,7054.0
4935,158.0,1408.0,7094.0
4936,158.0,1408.0,7094.0
4937,158.0,1408.0,7094.0
4938,156.0,1392.0,7014.0
4939,156.0,1392.0,7014.0
4940,155.0,1384.0,6974.0
4941,155.0,1384.0,6974.0
4942,155.0,1384.0,6974.0
4943,156.0,1392.0,7014.0
4944,158.0,1408.0,7094.0
4945,157.0,1400.0,7054.0
4946,159.0,1416.0,7134.0
4947,156.0,1392.0,7014.0
4948,156.0,1392.0,7014.0
4949,156.0,1392.0,7014.0
4950,157.0,1400.0,7054.0
4951,155.0,1384.0,6974.0
4952,154.0,1376.0,6934.0
4953,155.0,1384.0,6974.0
4954,156.0,1392.0,7014.0
4955,155.0,1384.0,6974.0
4956,156.0,1392.0,7014.0
4957,155.0,1384.0,6974.0
4958,156.0,1392.0,7014.0
4959,157.0,1400.0,7054.0
4960,156.0,1392.0,7014.0
4961,157.0,1400.0,7054.0
4962,158.0,1408.0,7094.0
4963,160.0,1424.0,7174.0
4964,159.0,1416.0,7134.0
4965,159.0,1416.0,7134.0
4966,159.0,1416.0,7134.0
4967,158.0,1408.0,7094.0
4968,160.0,1424.0,7174.0
4969,159.0,1416.0,7134.0
4970,159.0,1416.0,7134.0
4971,159.0,1416.0,7134.0
4972,157.0,1400.0,7054.0
4973,158.0,1408.0,7094.0
4974,158.0,1408.0,7094.0
4975,159.0,1416.0,7134.0
4976,160.0,1424.0,7174.0
4977,159.0,1416.0,7134.0
4978,162.0,1440.0,7254.0
4979,169.0,1496.0,7470.0
4980,165.0,1464.0,7334.0
4981,160.0,1424.0,7174.0
4982,160.0,1424.0,7174.0
4983,159.0,1416.0,7134.0
4984,161.0,1432.0,7214.0
4985,171.0,1520.0,7758.0
4986,172.0,1528.0,7798.0
4987,173.0,1536.0,7838.0
4988,171.0,1520.0,7758.0
4989,169.0,1504.0,7678.0
4990,170.0,1512.0,7718.0
4991,171.0,1520.0,7758.0
4992,172.0,1532.0,7878.0
4993,170.0,1516.0,7798.0
4994,170.0,1516.0,7798.0
4995,174.0,1552.0,7918.0
4996,175.0,1560.0,7958.0
4997,172.0,1528.0,7798.0
4998,171.0,1520.0,7758.0
4999,172.0,1528.0,7798.0
5000,173.0,1536.0,7838.0
5001,173.0,1536.0,7838.0
5002,174.0,1544.0,7878.0
5003,175.0,1552.0,7918.0
5004,173.0,1536.0,7828.0
5005,176.0,1560.0,7998.0
5006,168.0,1496.0,7618.0
5007,166.0,1480.0,7538.0
5008,171.0,1520.0,7730.0
5009,170.0,1512.0,7690.0
5010,166.0,1480.0,7538.0
5011,165.0,1472.0,7498.0
5012,166.0,1484.0,7618.0
5013,204.0,1788.0,9138.0
5014,209.0,1828.0,9338.0
5015,210.0,1836.0,9378.0
5016,216.0,1884.0,9618.0
5017,177.0,1564.0,7898.0
5018,178.0,1572.0,7938.0
5019,179.0,1580.0,7978.0
5020,178.0,1572.0,7938.0
5021,173.0,1532.0,7762.0
5022,171.0,1516.0,7682.0
5023,168.0,1488.0,7482.0
5024,165.0,1464.0,7362.0
5025,167.0,1480.0,7442.0
5026,165.0,1464.0,7362.0
5027,165.0,1464.0,7362.0
5028,165.0,1464.0,7362.0
5029,165.0,1464.0,7362.0
5030,166.0,1472.0,7402.0
5031,165.0,1464.0,7362.0
5032,165.0,1464.0,7362.0
5033,165.0,1464.0,7362.0
5034,165.0,1464.0,7362.0
5035,165.0,1464.0,7362.0
5036,166.0,1472.0,7402.0
5037,161.0,1432.0,7202.0
5038,161.0,1432.0,7202.0
5039,161.0,1432.0,7202.0
5040,161.0,1432.0,7202.0
5041,161.0,1432.0,7202.0
5042,161.0,1432.0,7202.0
5043,161.0,1432.0,7202.0
5044,161.0,1432.0,7202.0
5045,162.0,1440.0,7242.0
5046,161.0,1432.0,7202.0
5047,161.0,1432.0,7202.0
5048,161.0,1432.0,7202.0
5049,161.0,1432.0,7202.0
5050,161.0,1432.0,7202.0
5051,163.0,1456.0,7322.0
5052,161.0,1432.0,7202.0
5053,161.0,1432.0,7202.0
5054,161.0,1432.0,7202.0
5055,161.0,1432.0,7202.0
5056,161.0,1432.0,7202.0
5057,161.0,1432.0,7202.0
5058,161.0,1432.0,7202.0
5059,161.0,1432.0,7202.0
5060,161.0,1432.0,7202.0
5061,161.0,1432.0,7202.0
5062,163.0,1448.0,7282.0
5063,170.0,1512.0,7722.0
5064,170.0,1512.0,7722.0
5065,165.0,1472.0,7522.0
5066,165.0,1472.0,7522.0
5067,165.0,1472.0,7522.0
5068,167.0,1492.0,7682.0
5069,164.0,1468.0,7562.0
5070,162.0,1448.0,7402.0
5071,161.0,1436.0,7282.0
5072,161.0,1436.0,7282.0
5073,162.0,1448.0,7322.0
5074,161.0,1436.0,7282.0
5075,160.0,1428.0,7242.0
5076,158.0,1408.0,7082.0
5077,158.0,1408.0,7082.0
5078,159.0,1416.0,7122.0
5079,159.0,1416.0,7122.0
5080,158.0,1408.0,7082.0
5081,158.0,1408.0,7082.0
5082,158.0,1408.0,7082.0
5083,158.0,1408.0,7082.0
5084,156.0,1392.0,7002.0
5085,156.0,1392.0,7002.0
5086,157.0,1400.0,7042.0
5087,154.0,1376.0,6922.0
5088,152.0,1360.0,6850.0
5089,151.0,1352.0,6810.0
5090,151.0,1352.0,6810.0
5091,151.0,1352.0,6810.0
5092,150.0,1344.0,6770.0
5093,150.0,1344.0,6770.0
5094,149.0,1336.0,6730.0
5095,154.0,1384.0,7090.0
5096,154.0,1384.0,7090.0
5097,142.0,1288.0,6642.0
5098,135.0,1232.0,6362.0
5099,136.0,1232.0,6234.0
5100,136.0,1232.0,6234.0
5101,134.0,1220.0,6242.0
5102,133.0,1212.0,6202.0
5103,132.0,1200.0,6082.0
5104,132.0,1200.0,6082.0
5105,132.0,1200.0,6082.0
5106,133.0,1212.0,6202.0
5107,133.0,1212.0,6202.0
5108,132.0,1200.0,6082.0
5109,137.0,1248.0,6322.0
5110,134.0,1216.0,6162.0
5111,146.0,1308.0,6674.0
5112,143.0,1284.0,6554.0
5113,129.0,1168.0,5922.0
5114,129.0,1168.0,5922.0
5115,129.0,1168.0,5922.0
5116,129.0,1168.0,5922.0
5117,129.0,1168.0,5922.0
5118,129.0,1168.0,5922.0
5119,129.0,1168.0,5922.0
5120,129.0,1168.0,5922.0
5121,129.0,1168.0,5922.0
5122,133.0,1204.0,6162.0
5123,133.0,1204.0,6162.0
5124,128.0,1164.0,5962.0
5125,128.0,1164.0,5962.0
5126,128.0,1164.0,5962.0
5127,132.0,1196.0,6122.0
5128,131.0,1184.0,6002.0
5129,129.0,1168.0,5922.0
5130,127.0,1152.0,5842.0
5131,127.0,1152.0,5842.0
5132,127.0,1152.0,5842.0
5133,127.0,1152.0,5842.0
5134,127.0,1152.0,5842.0
5135,127.0,1152.0,5842.0
5136,127.0,1152.0,5842.0
5137,127.0,1152.0,5842.0
5138,127.0,1152.0,5842.0
5139,127.0,1152.0,5842.0
5140,127.0,1152.0,5842.0
5141,127.0,1152.0,5842.0
5142,127.0,1152.0,5842.0
5143,127.0,1152.0,5842.0
5144,128.0,1160.0,5882.0
5145,128.0,1160.0,5882.0
5146,128.0,1160.0,5882.0
5147,128.0,1160.0,5882.0
5148,128.0,1160.0,5882.0
5149,128.0,1160.0,5882.0
5150,128.0,1160.0,5882.0
5151,128.0,1160.0,5882.0
5152,128.0,1160.0,5882.0
5153,128.0,1160.0,5882.0
5154,128.0,1160.0,5882.0
5155,128.0,1160.0,5882.0
5156,128.0,1160.0,5882.0
5157,129.0,1168.0,5932.0
5158,129.0,1168.0,5932.0
5159,129.0,1168.0,5932.0
5160,129.0,1168.0,5932.0
5161,129.0,1168.0,5932.0
5162,129.0,1168.0,5932.0
5163,129.0,1168.0,5932.0
5164,133.0,1200.0,6092.0
5165,133.0,1200.0,6092.0
5166,132.0,1192.0,6042.0
5167,132.0,1192.0,6042.0
5168,132.0,1192.0,6042.0
5169,131.0,1184.0,6002.0
5170,132.0,1192.0,6042.0
5171,132.0,1192.0,6042.0
5172,132.0,1192.0,6042.0
5173,132.0,1192.0,6042.0
5174,132.0,1192.0,6042.0
5175,132.0,1192.0,6042.0
5176,132.0,1192.0,6042.0
5177,132.0,1192.0,6042.0
5178,131.0,1184.0,6002.0
5179,131.0,1184.0,6002.0
5180,131.0,1184.0,6002.0
5181,131.0,1184.0,6002.0
5182,133.0,1200.0,6082.0
5183,135.0,1216.0,6162.0
5184,133.0,1200.0,6082.0
5185,128.0,1160.0,5882.0
5186,129.0,1168.0,5922.0
5187,128.0,1160.0,5882.0
5188,128.0,1160.0,5882.0
5189,128.0,1160.0,5882.0
5190,128.0,1160.0,5882.0
5191,128.0,1160.0,5882.0
5192,128.0,1160.0,5882.0
5193,129.0,1168.0,5922.0
5194,128.0,1160.0,5882.0
5195,128.0,1160.0,5882.0
5196,128.0,1160.0,5882.0
5197,128.0,1160.0,5882.0
5198,128.0,1160.0,5882.0
5199,128.0,1160.0,5882.0
5200,128.0,1160.0,5882.0
5201,128.0,1160.0,5882.0
5202,127.0,1152.0,5842.0
5203,127.0,1152.0,5842.0
5204,127.0,1152.0,5842.0
5205,127.0,1152.0,5842.0
5206,127.0,1152.0,5842.0
5207,127.0,1152.0,5842.0
5208,127.0,1152.0,5842.0
